,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
164,Matt Duke,eng ENG,GK,Hull City,32,1977,11,11,990,11.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
165,David Dunn,eng ENG,MF,Blackburn,29,1979,23,20,"1,709",19.0,9,2,7,2,2,7,0,0.47,0.11,0.58,0.37,0.47,Matches,2009-2010
166,Richard Dunne,ie IRL,DF,Aston Villa,29,1979,35,35,"3,131",34.8,3,0,3,0,0,7,0,0.09,0.00,0.09,0.09,0.09,Matches,2009-2010
167,Richard Dunne,ie IRL,DF,Manchester City,29,1979,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
168,Kieron Dyer,eng ENG,MF,West Ham,30,1978,10,4,362,4.0,0,1,0,0,0,0,0,0.00,0.25,0.25,0.00,0.25,Matches,2009-2010
169,Chris Eagles,eng ENG,MF,Burnley,23,1985,34,20,"1,975",21.9,2,3,2,0,0,2,0,0.09,0.14,0.23,0.09,0.23,Matches,2009-2010
170,Craig Eastmond,eng ENG,"DF,MF",Arsenal,18,1990,4,2,172,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
171,Sylvan Ebanks-Blake,eng ENG,FW,Wolves,23,1986,23,12,"1,174",13.0,2,0,1,1,1,2,0,0.15,0.00,0.15,0.08,0.08,Matches,2009-2010
172,Emmanuel Eboué,ci CIV,"DF,MF",Arsenal,26,1983,25,17,"1,493",16.6,0,3,0,0,0,4,0,0.00,0.18,0.18,0.00,0.18,Matches,2009-2010
173,Nathan Eccleston,eng ENG,FW,Liverpool,18,1990,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
174,David Edgar,ca CAN,DF,Burnley,22,1987,4,2,241,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
175,Erik Edman,se SWE,DF,Wigan Athletic,30,1978,3,2,187,2.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
176,David Edwards,wls WAL,MF,Wolves,23,1986,20,16,"1,354",15.0,1,0,1,0,0,3,0,0.07,0.00,0.07,0.07,0.07,Matches,2009-2010
177,Wade Elliott,eng ENG,MF,Burnley,30,1978,38,34,"3,121",34.7,4,4,4,0,0,5,0,0.12,0.12,0.23,0.12,0.23,Matches,2009-2010
178,David Elm,se SWE,FW,Fulham,26,1983,10,3,333,3.7,1,1,1,0,0,0,0,0.27,0.27,0.54,0.27,0.54,Matches,2009-2010
179,Johan Elmander,se SWE,FW,Bolton,28,1981,25,15,"1,355",15.1,3,1,3,0,0,2,0,0.20,0.07,0.27,0.20,0.27,Matches,2009-2010
180,George Elokobi,cm CMR,DF,Wolves,23,1986,22,17,"1,642",18.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
182,Brett Emerton,au AUS,"DF,MF",Blackburn,30,1979,24,17,"1,422",15.8,0,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches,2009-2010
183,Michael Essien,gh GHA,"DF,MF",Chelsea,26,1982,14,13,"1,195",13.3,3,0,3,0,0,2,0,0.23,0.00,0.23,0.23,0.23,Matches,2009-2010
184,Matthew Etherington,eng ENG,MF,Stoke City,27,1981,34,33,"2,888",32.1,5,8,4,1,1,1,0,0.16,0.25,0.41,0.12,0.37,Matches,2009-2010
185,Dickson Etuhu,ng NGA,MF,Fulham,27,1982,20,14,"1,336",14.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
186,Jonny Evans,nir NIR,DF,Manchester Utd,21,1988,18,18,"1,585",17.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
187,Patrice Evra,fr FRA,DF,Manchester Utd,28,1981,38,37,"3,283",36.5,0,3,0,0,0,5,0,0.00,0.08,0.08,0.00,0.08,Matches,2009-2010
188,Łukasz Fabiański,pl POL,GK,Arsenal,24,1985,4,4,360,4.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
189,Fábio,br BRA,DF,Manchester Utd,19,1990,5,1,154,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
190,Cesc Fàbregas,es ESP,"FW,MF",Arsenal,22,1987,27,26,"2,188",24.3,15,13,12,3,4,5,0,0.62,0.53,1.15,0.49,1.03,Matches,2009-2010
191,Craig Fagan,eng ENG,"FW,MF",Hull City,26,1982,25,20,"1,829",20.3,2,2,1,1,1,7,1,0.10,0.10,0.20,0.05,0.15,Matches,2009-2010
192,Keith Fahey,ie IRL,MF,Birmingham City,26,1983,34,18,"1,707",19.0,0,2,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,Matches,2009-2010
193,Julien Faubert,fr FRA,"DF,FW",West Ham,25,1983,33,32,"2,820",31.3,1,3,1,0,0,6,0,0.03,0.10,0.13,0.03,0.13,Matches,2009-2010
194,Abdoulaye Faye,sn SEN,"DF,MF",Stoke City,31,1978,31,30,"2,380",26.4,2,0,2,0,0,5,2,0.08,0.00,0.08,0.08,0.08,Matches,2009-2010
195,Marouane Fellaini,be BEL,MF,Everton,21,1987,23,20,"1,761",19.6,2,2,2,0,0,6,0,0.10,0.10,0.20,0.10,0.20,Matches,2009-2010
196,Anton Ferdinand,eng ENG,DF,Sunderland,24,1985,24,19,"1,779",19.8,0,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,Matches,2009-2010
197,Rio Ferdinand,eng ENG,DF,Manchester Utd,30,1978,13,12,"1,084",12.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
198,Barry Ferguson,sct SCO,MF,Birmingham City,31,1978,37,37,"3,329",37.0,0,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
199,Paulo Ferreira,pt POR,DF,Chelsea,30,1979,13,11,949,10.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
200,Maynor Figueroa,hn HON,DF,Wigan Athletic,26,1983,35,35,"3,087",34.3,1,1,1,0,0,6,0,0.03,0.03,0.06,0.03,0.06,Matches,2009-2010
201,Steve Finnan,ie IRL,DF,Portsmouth,33,1976,21,20,"1,806",20.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
202,Darren Fletcher,sct SCO,MF,Manchester Utd,25,1984,30,29,"2,570",28.6,4,5,4,0,0,5,1,0.14,0.18,0.32,0.14,0.32,Matches,2009-2010
203,Steven Fletcher,sct SCO,FW,Burnley,22,1987,35,35,"2,848",31.6,8,5,8,0,0,1,0,0.25,0.16,0.41,0.25,0.41,Matches,2009-2010
204,Caleb Folan,ie IRL,FW,Hull City,26,1982,8,7,565,6.3,2,0,2,0,0,1,0,0.32,0.00,0.32,0.32,0.32,Matches,2009-2010
205,Kevin Foley,ie IRL,"DF,MF",Wolves,24,1984,25,23,"1,973",21.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
206,Ben Foster,eng ENG,GK,Manchester Utd,26,1983,9,9,810,9.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
208,Danny Fox,sct SCO,"DF,MF",Burnley,23,1986,14,13,"1,147",12.7,1,1,1,0,0,3,0,0.08,0.08,0.16,0.08,0.16,Matches,2009-2010
209,Guillermo Franco,mx MEX,FW,West Ham,32,1976,23,16,"1,367",15.2,5,3,5,0,0,5,0,0.33,0.20,0.53,0.33,0.53,Matches,2009-2010
210,Brad Friedel,us USA,GK,Aston Villa,38,1971,38,38,"3,420",38.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
211,George Friend,eng ENG,"DF,MF",Wolves,21,1987,1,1,60,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
212,Ricardo Fuller,jm JAM,FW,Stoke City,29,1979,35,22,"2,237",24.9,3,3,3,0,0,9,0,0.12,0.12,0.24,0.12,0.24,Matches,2009-2010
213,Márton Fülöp,hu HUN,GK,Sunderland,26,1983,13,12,"1,105",12.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
214,Márton Fülöp,hu HUN,GK,Manchester City,26,1983,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
215,Danny Gabbidon,wls WAL,DF,West Ham,29,1979,10,8,715,7.9,0,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,Matches,2009-2010
216,Paul Gallagher,sct SCO,"FW,MF",Blackburn,24,1984,1,0,16,0.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
217,William Gallas,fr FRA,DF,Arsenal,31,1977,26,26,"2,340",26.0,3,0,3,0,0,2,0,0.12,0.00,0.12,0.12,0.12,Matches,2009-2010
218,Morten Gamst Pedersen,no NOR,"FW,MF",Blackburn,27,1981,33,27,"2,424",26.9,3,7,3,0,0,5,0,0.11,0.26,0.37,0.11,0.37,Matches,2009-2010
219,Richard Garcia,au AUS,"FW,MF",Hull City,27,1981,18,14,"1,097",12.2,0,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,Matches,2009-2010
220,Anthony Gardner,eng ENG,DF,Hull City,28,1980,24,24,"2,160",24.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
221,Craig Gardner,eng ENG,MF,Aston Villa,22,1986,1,0,5,0.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
222,Craig Gardner,eng ENG,MF,Birmingham City,22,1986,13,10,898,10.0,1,1,1,0,0,3,0,0.10,0.10,0.20,0.10,0.20,Matches,2009-2010
223,Ricardo Gardner,jm JAM,"DF,MF",Bolton,30,1978,21,11,"1,106",12.3,1,1,1,0,0,1,0,0.08,0.08,0.16,0.08,0.16,Matches,2009-2010
224,Javier Garrido,es ESP,DF,Manchester City,24,1985,9,7,633,7.0,1,0,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14,Matches,2009-2010
225,Geovanni,br BRA,"FW,MF",Hull City,29,1980,26,16,"1,540",17.1,3,0,3,0,1,3,1,0.18,0.00,0.18,0.18,0.18,Matches,2009-2010
226,Zoltán Gera,hu HUN,MF,Fulham,30,1979,27,19,"1,870",20.8,2,3,2,0,0,2,0,0.10,0.14,0.24,0.10,0.24,Matches,2009-2010
227,Steven Gerrard,eng ENG,MF,Liverpool,29,1980,33,32,"2,842",31.6,9,7,7,2,2,6,0,0.29,0.22,0.51,0.22,0.44,Matches,2009-2010
228,Kamel Ghilas,dz ALG,FW,Hull City,25,1984,13,6,586,6.5,1,1,1,0,0,0,0,0.15,0.15,0.31,0.15,0.31,Matches,2009-2010
229,Kieran Gibbs,eng ENG,"DF,MF",Arsenal,19,1989,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
230,Darron Gibson,ie IRL,MF,Manchester Utd,21,1987,15,6,595,6.6,2,2,2,0,0,2,0,0.30,0.30,0.61,0.30,0.61,Matches,2009-2010
231,Ryan Giggs,wls WAL,"FW,MF",Manchester Utd,35,1973,25,20,"1,808",20.1,5,9,3,2,2,0,0,0.25,0.45,0.70,0.15,0.60,Matches,2009-2010
232,Shay Given,ie IRL,GK,Manchester City,33,1976,35,35,"3,132",34.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
234,Gaël Givet,fr FRA,DF,Blackburn,27,1981,34,33,"2,795",31.1,2,2,2,0,0,3,0,0.06,0.06,0.13,0.06,0.13,Matches,2009-2010
235,Steve Gohouri,ci CIV,DF,Wigan Athletic,28,1981,5,4,370,4.1,1,0,1,0,0,2,0,0.24,0.00,0.24,0.24,0.24,Matches,2009-2010
236,Heurelho Gomes,br BRA,GK,Tottenham,28,1981,31,31,"2,715",30.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
237,Jordi Gómez,es ESP,MF,Wigan Athletic,24,1985,23,11,"1,271",14.1,1,0,1,0,0,3,0,0.07,0.00,0.07,0.07,0.07,Matches,2009-2010
238,Craig Gordon,sct SCO,GK,Sunderland,26,1982,26,26,"2,315",25.7,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
239,Dan Gosling,eng ENG,"DF,MF",Everton,19,1990,11,3,349,3.9,2,0,2,0,0,0,0,0.52,0.00,0.52,0.52,0.52,Matches,2009-2010
240,Robert Green,eng ENG,GK,West Ham,29,1980,38,38,"3,402",37.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
241,Jonathan Greening,eng ENG,MF,Fulham,30,1979,23,15,"1,506",16.7,1,1,1,0,0,5,0,0.06,0.06,0.12,0.06,0.12,Matches,2009-2010
242,Vince Grella,au AUS,MF,Blackburn,29,1979,15,10,956,10.6,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
243,Adlène Guedioura,dz ALG,MF,Wolves,23,1985,14,7,592,6.6,1,0,1,0,0,2,0,0.15,0.00,0.15,0.15,0.15,Matches,2009-2010
244,Fernando Guerrero,ec ECU,MF,Burnley,19,1989,7,0,78,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
245,Eiður Guðjohnsen,is ISL,"FW,MF",Tottenham,30,1978,11,3,390,4.3,1,0,1,0,0,0,0,0.23,0.00,0.23,0.23,0.23,Matches,2009-2010
246,Joey Guðjónsson,is ISL,MF,Burnley,29,1980,10,1,322,3.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
247,El Hadji Diouf,sn SEN,"FW,MF",Blackburn,28,1981,26,24,"1,932",21.5,3,2,3,0,0,3,0,0.14,0.09,0.23,0.14,0.23,Matches,2009-2010
248,Marcus Hahnemann,us USA,GK,Wolves,37,1972,25,25,"2,250",25.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
249,Greg Halford,eng ENG,"DF,FW",Wolves,24,1984,15,12,895,9.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
250,Brede Hangeland,no NOR,DF,Fulham,28,1981,32,32,"2,805",31.2,1,0,1,0,0,2,0,0.03,0.00,0.03,0.03,0.03,Matches,2009-2010
251,Grant Hanley,sct SCO,DF,Blackburn,17,1991,1,1,90,1.0,0,,0,0,,0,0,0.00,,,0.00,,Matches,2009-2010
252,Owen Hargreaves,eng ENG,MF,Manchester Utd,28,1981,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
253,Joe Hart,eng ENG,GK,Birmingham City,22,1987,36,36,"3,240",36.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
254,David Healy,nir NIR,FW,Sunderland,29,1979,3,0,36,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
255,John Heitinga,nl NED,"DF,MF",Everton,25,1983,31,29,"2,591",28.8,0,3,0,0,0,8,0,0.00,0.10,0.10,0.00,0.10,Matches,2009-2010
256,Bjørn Helge Riise,no NOR,MF,Fulham,26,1983,12,5,412,4.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
257,Jordan Henderson,eng ENG,MF,Sunderland,19,1990,33,23,"2,187",24.3,1,5,1,0,0,3,0,0.04,0.21,0.25,0.04,0.25,Matches,2009-2010
258,Wayne Hennessey,wls WAL,GK,Wolves,22,1987,13,13,"1,170",13.0,0,1,0,0,0,0,0,0.00,0.08,0.08,0.00,0.08,Matches,2009-2010
260,Karl Henry,eng ENG,"DF,MF",Wolves,26,1982,34,34,"3,036",33.7,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
261,Emile Heskey,eng ENG,FW,Aston Villa,31,1978,31,16,"1,303",14.5,3,2,3,0,0,2,0,0.21,0.14,0.35,0.21,0.35,Matches,2009-2010
262,Jan Vennegoor of Hesselink,nl NED,FW,Hull City,30,1978,31,17,"1,489",16.5,3,2,3,0,0,0,0,0.18,0.12,0.30,0.18,0.30,Matches,2009-2010
263,Tony Hibbert,eng ENG,DF,Everton,28,1981,20,17,"1,478",16.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
264,Danny Higginbotham,gi GIB,DF,Stoke City,30,1978,24,23,"2,002",22.2,1,1,1,0,0,0,0,0.04,0.04,0.09,0.04,0.09,Matches,2009-2010
265,Henrique Hilário,pt POR,GK,Chelsea,33,1975,3,2,219,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
266,Matt Hill,eng ENG,DF,Wolves,28,1981,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
267,Zavon Hines,eng ENG,"FW,MF",West Ham,20,1988,13,5,606,6.7,1,0,1,0,0,3,0,0.15,0.00,0.15,0.15,0.15,Matches,2009-2010
268,Junior Hoilett,ca CAN,"FW,MF",Blackburn,19,1990,23,8,952,10.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
269,Stuart Holden,us USA,MF,Bolton,23,1985,2,1,115,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
270,Tim Howard,us USA,GK,Everton,30,1979,38,38,"3,420",38.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
271,Hermann Hreiðarsson,is ISL,DF,Portsmouth,35,1974,17,17,"1,410",15.7,1,0,1,0,0,2,0,0.06,0.00,0.06,0.06,0.06,Matches,2009-2010
272,Tom Huddlestone,eng ENG,MF,Tottenham,22,1986,33,33,"2,844",31.6,2,3,2,0,0,8,0,0.06,0.09,0.16,0.06,0.16,Matches,2009-2010
273,Aaron Hughes,nir NIR,DF,Fulham,29,1979,34,34,"3,060",34.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
274,Richard Hughes,sct SCO,MF,Portsmouth,30,1979,10,9,777,8.6,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
275,Stephen Hunt,ie IRL,"FW,MF",Hull City,27,1981,27,27,"2,316",25.7,6,4,5,1,1,4,0,0.23,0.16,0.39,0.19,0.35,Matches,2009-2010
276,Sam Hutchinson,eng ENG,"DF,MF",Chelsea,19,1989,2,0,23,0.3,0,1,0,0,0,0,0,0.00,3.91,3.91,0.00,3.91,Matches,2009-2010
277,Robert Huth,de GER,DF,Stoke City,24,1984,32,30,"2,744",30.5,3,1,3,0,0,6,0,0.10,0.03,0.13,0.10,0.13,Matches,2009-2010
278,Alan Hutton,sct SCO,DF,Sunderland,24,1984,11,11,945,10.5,0,1,0,0,0,1,1,0.00,0.10,0.10,0.00,0.10,Matches,2009-2010
279,Alan Hutton,sct SCO,DF,Tottenham,24,1984,8,1,237,2.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
280,Abdisalam Ibrahim,no NOR,"DF,MF",Manchester City,18,1991,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
281,Ilan,br BRA,FW,West Ham,28,1980,11,6,577,6.4,4,0,4,0,0,0,0,0.62,0.00,0.62,0.62,0.62,Matches,2009-2010
282,Hérita Ilunga,cd COD,DF,West Ham,27,1982,16,16,"1,206",13.4,0,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,Matches,2009-2010
283,Emiliano Insúa,ar ARG,DF,Liverpool,20,1989,31,30,"2,722",30.2,0,4,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13,Matches,2009-2010
284,Stephen Ireland,ie IRL,MF,Manchester City,22,1986,22,16,"1,453",16.1,2,2,2,0,0,0,0,0.12,0.12,0.25,0.12,0.25,Matches,2009-2010
286,Branislav Ivanović,rs SRB,DF,Chelsea,25,1984,28,25,"2,254",25.0,1,5,1,0,0,6,0,0.04,0.20,0.24,0.04,0.24,Matches,2009-2010
287,Chris Iwelumo,sct SCO,FW,Wolves,30,1978,15,2,426,4.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
288,Jussi Jääskeläinen,fi FIN,GK,Bolton,34,1975,38,38,"3,420",38.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
289,Lars Jacobsen,dk DEN,DF,Blackburn,29,1979,13,11,"1,033",11.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
290,Phil Jagielka,eng ENG,"DF,MF",Everton,26,1982,12,11,"1,035",11.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
291,David James,eng ENG,GK,Portsmouth,38,1970,25,25,"2,232",24.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
292,Matt Jarvis,eng ENG,MF,Wolves,23,1986,34,30,"2,641",29.3,3,3,3,0,0,3,0,0.10,0.10,0.20,0.10,0.20,Matches,2009-2010
293,Jermaine Jenas,eng ENG,MF,Tottenham,26,1983,19,9,939,10.4,1,2,1,0,0,6,0,0.10,0.19,0.29,0.10,0.29,Matches,2009-2010
294,Brian Jensen,dk DEN,GK,Burnley,34,1975,38,38,"3,344",37.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
295,Cameron Jerome,eng ENG,FW,Birmingham City,22,1986,32,32,"2,671",29.7,10,3,10,0,0,5,0,0.34,0.10,0.44,0.34,0.44,Matches,2009-2010
296,Park Ji-sung,kr KOR,MF,Manchester Utd,28,1981,17,10,969,10.8,3,1,3,0,0,0,0,0.28,0.09,0.37,0.28,0.37,Matches,2009-2010
297,Luis Jiménez,cl CHI,"FW,MF",West Ham,25,1984,11,6,658,7.3,1,2,0,1,1,3,0,0.14,0.27,0.41,0.00,0.27,Matches,2009-2010
298,Jô,br BRA,FW,Everton,22,1987,15,6,520,5.8,0,1,0,0,0,0,0,0.00,0.17,0.17,0.00,0.17,Matches,2009-2010
299,Adam Johnson,eng ENG,MF,Manchester City,22,1987,16,14,"1,168",13.0,1,5,1,0,0,1,0,0.08,0.39,0.46,0.08,0.46,Matches,2009-2010
300,Andrew Johnson,eng ENG,FW,Fulham,28,1981,8,7,594,6.6,0,1,0,0,0,0,0,0.00,0.15,0.15,0.00,0.15,Matches,2009-2010
301,Damien Johnson,nir NIR,MF,Birmingham City,30,1978,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
302,Eddie Johnson,us USA,FW,Fulham,25,1984,2,0,26,0.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
303,Glen Johnson,eng ENG,DF,Liverpool,24,1984,25,24,"2,137",23.7,3,3,3,0,0,1,0,0.13,0.13,0.25,0.13,0.25,Matches,2009-2010
304,Michael Johnson,eng ENG,MF,Manchester City,21,1988,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
305,Roger Johnson,eng ENG,DF,Birmingham City,26,1983,38,38,"3,420",38.0,0,1,0,0,0,8,0,0.00,0.03,0.03,0.00,0.03,Matches,2009-2010
306,David Jones,eng ENG,MF,Wolves,24,1984,20,16,"1,410",15.7,1,2,1,0,0,3,0,0.06,0.13,0.19,0.06,0.19,Matches,2009-2010
307,Kenwyne Jones,tt TRI,FW,Sunderland,24,1984,32,24,"2,182",24.2,9,3,8,1,1,1,1,0.37,0.12,0.49,0.33,0.45,Matches,2009-2010
308,Phil Jones,eng ENG,"DF,MF",Blackburn,17,1992,9,7,664,7.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
309,Nigel de Jong,nl NED,MF,Manchester City,24,1984,34,30,"2,627",29.2,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
310,Stephen Jordan,eng ENG,DF,Burnley,27,1982,25,23,"2,024",22.5,0,1,0,0,0,3,1,0.00,0.04,0.04,0.00,0.04,Matches,2009-2010
312,Younès Kaboul,fr FRA,DF,Portsmouth,23,1986,19,19,"1,710",19.0,3,0,3,0,0,3,1,0.16,0.00,0.16,0.16,0.16,Matches,2009-2010
313,Younès Kaboul,fr FRA,DF,Tottenham,23,1986,10,8,788,8.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
314,Gaël Kakuta,cd COD,"FW,MF",Chelsea,18,1991,1,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
315,Nikola Kalinić,hr CRO,FW,Blackburn,21,1988,26,14,"1,453",16.1,2,1,2,0,0,2,0,0.12,0.06,0.19,0.12,0.19,Matches,2009-2010
316,Toni Kallio,fi FIN,DF,Fulham,30,1978,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
317,Salomon Kalou,ci CIV,"FW,MF",Chelsea,23,1985,23,11,958,10.6,5,3,5,0,0,2,0,0.47,0.28,0.75,0.47,0.75,Matches,2009-2010
318,Christian Kalvenes,no NOR,"DF,MF",Burnley,32,1977,6,3,279,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
319,Diomansy Kamara,sn SEN,FW,Fulham,28,1980,9,5,454,5.0,1,0,1,0,0,1,0,0.20,0.00,0.20,0.20,0.20,Matches,2009-2010
320,Nwankwo Kanu,ng NGA,FW,Portsmouth,32,1976,23,6,840,9.3,2,2,2,0,0,0,0,0.21,0.21,0.43,0.21,0.43,Matches,2009-2010
321,Olivier Kapo,fr FRA,"FW,MF",Wigan Athletic,28,1980,1,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
322,Robbie Keane,ie IRL,FW,Tottenham,29,1980,20,15,"1,151",12.8,6,2,5,1,1,1,0,0.47,0.16,0.63,0.39,0.55,Matches,2009-2010
323,Martin Kelly,eng ENG,"DF,MF",Liverpool,19,1990,1,0,21,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
324,Stephen Kelly,ie IRL,DF,Fulham,25,1983,8,7,593,6.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
325,Andy Keogh,ie IRL,"FW,MF",Wolves,23,1986,13,8,745,8.3,1,1,1,0,0,4,0,0.12,0.12,0.24,0.12,0.24,Matches,2009-2010
326,Seol Ki-hyeon,kr KOR,"FW,MF",Fulham,30,1979,2,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
327,Michael Kightly,eng ENG,"FW,MF",Wolves,23,1986,9,3,426,4.7,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
328,Kevin Kilbane,ie IRL,"DF,MF",Hull City,32,1977,21,15,"1,356",15.1,1,1,1,0,0,2,0,0.07,0.07,0.13,0.07,0.13,Matches,2009-2010
