,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
164,Mark Fish,za RSA,"DF,FW",Charlton Ath,30,1974,7,6,509,5.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
165,Mathieu Flamini,fr FRA,MF,Arsenal,20,1984,21,9,951,10.6,1,1,1,0,0,1,0,0.09,0.09,0.19,0.09,0.19,Matches,2004-2005
166,Craig Fleming,eng ENG,DF,Norwich City,32,1971,38,38,"3,420",38.0,1,2,1,0,0,2,0,0.03,0.05,0.08,0.03,0.08,Matches,2004-2005
167,Darren Fletcher,sct SCO,MF,Manchester Utd,20,1984,18,18,"1,380",15.3,3,2,3,0,0,3,0,0.20,0.13,0.33,0.20,0.33,Matches,2004-2005
168,Garry Flitcroft,eng ENG,MF,Blackburn,31,1972,19,17,"1,443",16.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
169,Willo Flood,ie IRL,"DF,MF",Manchester City,19,1985,9,4,377,4.2,1,0,1,0,0,1,0,0.24,0.00,0.24,0.24,0.24,Matches,2004-2005
170,Jimmy Floyd Hasselbaink,nl NED,FW,Middlesbrough,32,1972,36,36,"3,236",36.0,13,7,13,0,0,2,0,0.36,0.19,0.56,0.36,0.56,Matches,2004-2005
171,Yoann Folly,tg TOG,MF,Southampton,19,1985,3,1,129,1.4,0,,0,0,,0,0,0.00,,,0.00,,Matches,2004-2005
172,Liam Fontaine,eng ENG,DF,Fulham,18,1986,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
173,Diego Forlán,uy URU,"FW,MF",Manchester Utd,25,1979,1,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
174,Mikael Forssell,fi FIN,FW,Chelsea,23,1981,5,4,351,3.9,0,1,0,0,0,0,0,0.00,0.26,0.26,0.00,0.26,Matches,2004-2005
175,Jonathan Fortune,eng ENG,DF,Charlton Ath,23,1980,31,28,"2,586",28.7,2,0,2,0,0,1,0,0.07,0.00,0.07,0.07,0.07,Matches,2004-2005
176,Quinton Fortune,za RSA,MF,Manchester Utd,27,1977,17,12,"1,041",11.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
177,Robbie Fowler,eng ENG,FW,Manchester City,29,1975,31,28,"2,500",27.8,10,5,8,2,3,3,0,0.36,0.18,0.54,0.29,0.47,Matches,2004-2005
178,Damien Francis,jm JAM,MF,Norwich City,25,1979,32,32,"2,866",31.8,7,1,7,0,0,3,0,0.22,0.03,0.25,0.22,0.25,Matches,2004-2005
179,Dougie Freedman,sct SCO,FW,Crystal Palace,30,1974,20,10,888,9.9,1,0,1,0,0,0,0,0.10,0.00,0.10,0.10,0.10,Matches,2004-2005
180,Brad Friedel,us USA,GK,Blackburn,33,1971,38,38,"3,420",38.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
182,Ricardo Fuller,jm JAM,FW,Portsmouth,24,1979,31,13,"1,470",16.3,1,1,1,0,0,4,0,0.06,0.06,0.12,0.06,0.12,Matches,2004-2005
183,Thomas Gaardsøe,dk DEN,DF,West Brom,24,1979,29,25,"2,139",23.8,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
184,Paul Gallagher,sct SCO,"FW,MF",Blackburn,19,1984,16,5,524,5.8,2,1,2,0,0,0,0,0.34,0.17,0.52,0.34,0.52,Matches,2004-2005
185,William Gallas,fr FRA,DF,Chelsea,26,1977,28,28,"2,446",27.2,2,1,2,0,0,1,0,0.07,0.04,0.11,0.07,0.11,Matches,2004-2005
186,Morten Gamst Pedersen,no NOR,"FW,MF",Blackburn,22,1981,19,19,"1,546",17.2,4,3,4,0,0,1,0,0.23,0.17,0.41,0.23,0.41,Matches,2004-2005
187,Luis García,es ESP,MF,Liverpool,26,1978,29,26,"2,344",26.0,8,4,8,0,0,6,0,0.31,0.15,0.46,0.31,0.46,Matches,2004-2005
188,Anthony Gardner,eng ENG,DF,Tottenham,23,1980,17,8,830,9.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
189,Ricardo Gardner,jm JAM,"DF,MF",Bolton,25,1978,33,30,"2,677",29.7,0,1,0,0,0,3,0,0.00,0.03,0.03,0.00,0.03,Matches,2004-2005
190,Edu Gaspar,br BRA,MF,Arsenal,26,1978,12,6,590,6.6,2,1,1,1,1,1,0,0.31,0.15,0.46,0.15,0.31,Matches,2004-2005
191,Zoltán Gera,hu HUN,MF,West Brom,25,1979,37,31,"2,710",30.1,6,3,6,0,0,4,0,0.20,0.10,0.30,0.20,0.30,Matches,2004-2005
192,Geremi,cm CMR,"DF,MF",Chelsea,25,1978,13,6,588,6.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
193,Steven Gerrard,eng ENG,MF,Liverpool,24,1980,30,28,"2,465",27.4,7,4,7,0,1,3,0,0.26,0.15,0.40,0.26,0.40,Matches,2004-2005
194,Stelios Giannakopoulos,gr GRE,"FW,MF",Bolton,30,1974,34,28,"2,368",26.3,7,4,7,0,0,5,0,0.27,0.15,0.42,0.27,0.42,Matches,2004-2005
195,Ryan Giggs,wls WAL,"FW,MF",Manchester Utd,30,1973,32,26,"2,321",25.8,6,9,6,0,0,6,0,0.23,0.35,0.58,0.23,0.58,Matches,2004-2005
196,Shay Given,ie IRL,GK,Newcastle Utd,28,1976,36,36,"3,240",36.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
197,Alain Goma,fr FRA,DF,Fulham,31,1972,16,15,"1,403",15.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
198,Danny Graham,eng ENG,FW,Middlesbrough,18,1985,11,0,129,1.4,1,0,1,0,0,0,0,0.70,0.00,0.70,0.70,0.70,Matches,2004-2005
199,Anthony Grant,jm JAM,"DF,MF",Chelsea,17,1987,1,0,1,0.0,0,,0,0,,0,0,0.00,,,0.00,,Matches,2004-2005
200,Danny Granville,eng ENG,DF,Crystal Palace,29,1975,35,35,"3,114",34.6,3,0,3,0,0,7,0,0.09,0.00,0.09,0.09,0.09,Matches,2004-2005
201,Thomas Gravesen,dk DEN,MF,Everton,28,1976,21,20,"1,814",20.2,4,6,2,2,2,3,0,0.20,0.30,0.50,0.10,0.40,Matches,2004-2005
202,Julian Gray,eng ENG,"FW,MF",Birmingham City,24,1979,32,18,"1,919",21.3,2,0,2,0,0,0,0,0.09,0.00,0.09,0.09,0.09,Matches,2004-2005
203,Michael Gray,eng ENG,"DF,MF",Blackburn,29,1974,9,9,803,8.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
204,Adam Green,eng ENG,DF,Fulham,20,1984,4,4,360,4.0,0,1,0,0,0,2,0,0.00,0.25,0.25,0.00,0.25,Matches,2004-2005
205,Robert Green,eng ENG,GK,Norwich City,24,1980,38,38,"3,392",37.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
206,Jonathan Greening,eng ENG,MF,West Brom,25,1979,34,32,"2,841",31.6,0,9,0,0,0,4,1,0.00,0.29,0.29,0.00,0.29,Matches,2004-2005
208,Vratislav Greško,sk SVK,DF,Blackburn,27,1977,3,2,137,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
209,Andy Griffin,eng ENG,DF,Portsmouth,25,1979,22,18,"1,609",17.9,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
210,Léandre Griffit,fr FRA,"FW,MF",Southampton,20,1984,2,0,34,0.4,0,,0,0,,0,0,0.00,,,0.00,,Matches,2004-2005
211,Jesper Grønkjær,dk DEN,"FW,MF",Birmingham City,26,1977,16,13,"1,143",12.7,0,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,Matches,2004-2005
212,Eiður Guðjohnsen,is ISL,"FW,MF",Chelsea,25,1978,37,30,"2,507",27.9,12,6,11,1,1,1,0,0.43,0.22,0.65,0.39,0.61,Matches,2004-2005
213,Bernt Haas,ch SUI,DF,West Brom,26,1978,10,9,756,8.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
214,El Hadji Diouf,sn SEN,"FW,MF",Bolton,23,1981,27,23,"2,052",22.8,9,4,8,1,2,7,0,0.39,0.18,0.57,0.35,0.53,Matches,2004-2005
215,Fitz Hall,eng ENG,"DF,FW",Crystal Palace,23,1980,36,36,"3,171",35.2,2,0,2,0,0,3,0,0.06,0.00,0.06,0.06,0.06,Matches,2004-2005
216,Dietmar Hamann,de GER,MF,Liverpool,30,1973,30,23,"2,026",22.5,0,6,0,0,0,6,0,0.00,0.27,0.27,0.00,0.27,Matches,2004-2005
217,Elvis Hammond,gh GHA,FW,Fulham,23,1980,1,0,34,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
218,Steve Harper,eng ENG,GK,Newcastle Utd,29,1975,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
219,Gabriel Heinze,ar ARG,DF,Manchester Utd,26,1978,26,26,"2,287",25.4,1,1,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08,Matches,2004-2005
220,Thomas Helveg,dk DEN,DF,Norwich City,33,1971,20,16,"1,338",14.9,0,2,0,0,0,6,0,0.00,0.13,0.13,0.00,0.13,Matches,2004-2005
221,Ian Henderson,eng ENG,"FW,MF",Norwich City,19,1985,3,0,55,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
222,Lee Hendrie,eng ENG,MF,Aston Villa,27,1977,29,25,"2,062",22.9,5,2,5,0,0,9,1,0.22,0.09,0.31,0.22,0.31,Matches,2004-2005
223,Thierry Henry,fr FRA,FW,Arsenal,26,1977,32,31,"2,844",31.6,25,14,25,0,1,2,0,0.79,0.44,1.23,0.79,1.23,Matches,2004-2005
224,Emile Heskey,eng ENG,FW,Birmingham City,26,1978,34,34,"2,868",31.9,10,4,10,0,0,6,0,0.31,0.13,0.44,0.31,0.44,Matches,2004-2005
225,Tony Hibbert,eng ENG,DF,Everton,23,1981,36,35,"3,185",35.4,0,1,0,0,0,9,0,0.00,0.03,0.03,0.00,0.03,Matches,2004-2005
226,Fernando Hierro,es ESP,"DF,MF",Bolton,36,1968,29,15,"1,424",15.8,1,1,1,0,0,3,0,0.06,0.06,0.13,0.06,0.13,Matches,2004-2005
227,Danny Higginbotham,gi GIB,DF,Southampton,25,1978,21,20,"1,807",20.1,1,0,1,0,0,0,0,0.05,0.00,0.05,0.05,0.05,Matches,2004-2005
228,Shaka Hislop,tt TRI,GK,Portsmouth,35,1969,17,17,"1,530",17.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
229,Thomas Hitzlsperger,de GER,MF,Aston Villa,22,1982,28,17,"1,578",17.5,2,2,2,0,0,1,0,0.11,0.11,0.23,0.11,0.23,Matches,2004-2005
230,Matt Holland,ie IRL,MF,Charlton Ath,30,1974,32,31,"2,692",29.9,3,1,3,0,0,0,0,0.10,0.03,0.13,0.10,0.13,Matches,2004-2005
231,Gary Holt,sct SCO,MF,Norwich City,31,1973,27,21,"1,916",21.3,0,1,0,0,0,0,0,0.00,0.05,0.05,0.00,0.05,Matches,2004-2005
232,Geoff Horsfield,eng ENG,FW,West Brom,30,1973,29,18,"1,621",18.0,3,3,3,0,0,2,0,0.17,0.17,0.33,0.17,0.33,Matches,2004-2005
234,Russell Hoult,eng ENG,GK,West Brom,31,1972,36,36,"3,172",35.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
235,Tim Howard,us USA,GK,Manchester Utd,25,1979,12,12,"1,080",12.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
236,Justin Hoyte,tt TRI,DF,Arsenal,19,1984,5,4,371,4.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
237,Hermann Hreiðarsson,is ISL,DF,Charlton Ath,30,1974,34,33,"2,961",32.9,2,3,2,0,0,4,0,0.06,0.09,0.15,0.06,0.15,Matches,2004-2005
238,Darren Huckerby,eng ENG,"FW,MF",Norwich City,28,1976,37,36,"3,190",35.4,6,6,4,2,3,0,0,0.17,0.17,0.34,0.11,0.28,Matches,2004-2005
239,Mark Hudson,eng ENG,DF,Crystal Palace,22,1982,7,7,630,7.0,1,0,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14,Matches,2004-2005
240,Aaron Hughes,nir NIR,DF,Newcastle Utd,24,1979,22,18,"1,676",18.6,1,1,1,0,0,0,0,0.05,0.05,0.11,0.05,0.11,Matches,2004-2005
241,Bryan Hughes,eng ENG,MF,Charlton Ath,28,1976,17,10,963,10.7,1,0,1,0,0,1,0,0.09,0.00,0.09,0.09,0.09,Matches,2004-2005
242,Michael Hughes,nir NIR,MF,Crystal Palace,32,1971,36,34,"3,018",33.5,2,2,2,0,0,9,0,0.06,0.06,0.12,0.06,0.12,Matches,2004-2005
243,Richard Hughes,sct SCO,MF,Portsmouth,25,1979,16,13,"1,143",12.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
244,Rob Hulse,eng ENG,FW,West Brom,24,1979,5,0,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
245,Nicky Hunt,eng ENG,DF,Bolton,20,1983,29,29,"2,412",26.8,0,3,0,0,0,5,0,0.00,0.11,0.11,0.00,0.11,Matches,2004-2005
246,Robert Huth,de GER,DF,Chelsea,19,1984,10,6,537,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
247,Sami Hyypiä,fi FIN,DF,Liverpool,30,1973,32,32,"2,781",30.9,2,0,2,0,0,2,0,0.06,0.00,0.06,0.06,0.06,Matches,2004-2005
248,Philip Ifil,eng ENG,DF,Tottenham,17,1986,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
249,Junichi Inamoto,jp JPN,MF,West Brom,24,1979,3,0,119,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
250,Muzzy Izzet,tr TUR,MF,Birmingham City,29,1974,10,10,820,9.1,1,1,1,0,0,3,1,0.11,0.11,0.22,0.11,0.22,Matches,2004-2005
251,Jussi Jääskeläinen,fi FIN,GK,Bolton,29,1975,36,36,"3,236",36.0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
252,Johnnie Jackson,eng ENG,MF,Tottenham,21,1982,8,3,274,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
253,Radhi Jaïdi,tn TUN,DF,Bolton,28,1975,27,20,"1,837",20.4,5,1,5,0,0,2,0,0.24,0.05,0.29,0.24,0.29,Matches,2004-2005
254,Andreas Jakobsson,se SWE,"DF,MF",Southampton,31,1972,27,24,"2,031",22.6,2,0,2,0,0,1,0,0.09,0.00,0.09,0.09,0.09,Matches,2004-2005
255,David James,eng ENG,GK,Manchester City,33,1970,38,38,"3,420",38.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
256,Matt Jansen,eng ENG,FW,Blackburn,26,1977,7,3,298,3.3,2,0,2,0,0,0,0,0.60,0.00,0.60,0.60,0.60,Matches,2004-2005
257,Jiří Jarošík,cz CZE,"DF,MF",Chelsea,26,1977,14,3,436,4.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
258,Ryan Jarvis,eng ENG,FW,Norwich City,18,1986,4,1,114,1.3,1,0,1,0,0,0,0,0.79,0.00,0.79,0.79,0.79,Matches,2004-2005
260,Francis Jeffers,eng ENG,FW,Charlton Ath,23,1981,20,9,862,9.6,3,3,3,0,0,2,0,0.31,0.31,0.63,0.31,0.63,Matches,2004-2005
261,Jermaine Jenas,eng ENG,MF,Newcastle Utd,21,1983,31,28,"2,528",28.1,1,3,1,0,0,4,0,0.04,0.11,0.14,0.04,0.14,Matches,2004-2005
262,Claus Jensen,dk DEN,MF,Fulham,27,1977,12,10,792,8.8,0,2,0,0,0,0,1,0.00,0.23,0.23,0.00,0.23,Matches,2004-2005
263,Sun Jihai,cn CHN,DF,Manchester City,26,1977,6,4,333,3.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
264,Joseph-Désiré Job,cm CMR,"FW,MF",Middlesbrough,26,1977,23,10,998,11.1,4,1,4,0,0,0,0,0.36,0.09,0.45,0.36,0.45,Matches,2004-2005
265,Jonatan Johansson,fi FIN,FW,Charlton Ath,28,1975,26,15,"1,447",16.1,4,1,4,0,0,0,0,0.25,0.06,0.31,0.25,0.31,Matches,2004-2005
266,Nils-Eric Johansson,se SWE,DF,Blackburn,24,1980,22,18,"1,711",19.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
267,Collins John,nl NED,FW,Fulham,18,1985,27,13,"1,180",13.1,4,0,4,0,0,2,0,0.31,0.00,0.31,0.31,0.31,Matches,2004-2005
268,Stern John,tt TRI,FW,Birmingham City,27,1976,3,0,54,0.6,0,,0,0,,0,0,0.00,,,0.00,,Matches,2004-2005
269,Ronny Johnsen,no NOR,DF,Newcastle Utd,35,1969,3,3,235,2.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
270,Andrew Johnson,eng ENG,FW,Crystal Palace,23,1981,37,37,"3,328",37.0,21,3,11,10,12,5,0,0.57,0.08,0.65,0.30,0.38,Matches,2004-2005
271,Andy Johnson,wls WAL,MF,West Brom,30,1974,22,22,"1,852",20.6,0,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,Matches,2004-2005
272,Damien Johnson,nir NIR,MF,Birmingham City,25,1978,36,36,"3,109",34.5,0,1,0,0,0,8,2,0.00,0.03,0.03,0.00,0.03,Matches,2004-2005
273,Glen Johnson,eng ENG,DF,Chelsea,19,1984,17,13,"1,159",12.9,0,2,0,0,0,2,0,0.00,0.16,0.16,0.00,0.16,Matches,2004-2005
274,Jemal Johnson,us USA,"FW,MF",Blackburn,19,1985,3,0,87,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
275,Brad Jones,au AUS,GK,Middlesbrough,22,1982,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
276,Kenwyne Jones,tt TRI,FW,Southampton,19,1984,2,1,47,0.5,0,,0,0,,0,0,0.00,,,0.00,,Matches,2004-2005
277,Mattias Jonson,se SWE,"FW,MF",Norwich City,30,1974,28,19,"1,488",16.5,0,2,0,0,0,3,1,0.00,0.12,0.12,0.00,0.12,Matches,2004-2005
278,Stephen Jordan,eng ENG,DF,Manchester City,22,1982,19,19,"1,620",18.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
279,Josemi,es ESP,DF,Liverpool,24,1979,15,13,"1,124",12.5,0,1,0,0,0,6,1,0.00,0.08,0.08,0.00,0.08,Matches,2004-2005
280,Blessing Kaku,ng NGA,MF,Bolton,26,1978,1,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
281,Diomansy Kamara,sn SEN,FW,Portsmouth,23,1980,25,15,"1,372",15.2,4,0,4,0,0,3,0,0.26,0.00,0.26,0.26,0.26,Matches,2004-2005
282,Frédéric Kanouté,ml MLI,FW,Tottenham,26,1977,32,22,"1,989",22.1,7,6,7,0,0,3,1,0.32,0.27,0.59,0.32,0.59,Matches,2004-2005
283,Nwankwo Kanu,ng NGA,FW,West Brom,27,1976,28,21,"1,927",21.4,2,0,2,0,0,2,0,0.09,0.00,0.09,0.09,0.09,Matches,2004-2005
284,Talal El Karkouri,ma MAR,"DF,MF",Charlton Ath,28,1976,32,28,"2,498",27.8,5,0,5,0,0,5,1,0.18,0.00,0.18,0.18,0.18,Matches,2004-2005
286,Iván Kaviedes,ec ECU,FW,Crystal Palace,26,1977,4,1,104,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
287,Robbie Keane,ie IRL,FW,Tottenham,24,1980,35,23,"2,190",24.3,11,5,10,1,1,0,0,0.45,0.21,0.66,0.41,0.62,Matches,2004-2005
288,Roy Keane,ie IRL,MF,Manchester Utd,32,1971,31,28,"2,610",29.0,1,2,1,0,0,9,0,0.03,0.07,0.10,0.03,0.10,Matches,2004-2005
289,James Keene,eng ENG,FW,Portsmouth,18,1985,2,1,111,1.2,0,,0,0,,0,0,0.00,,,0.00,,Matches,2004-2005
290,Kasey Keller,us USA,GK,Southampton,34,1969,4,4,360,4.0,0,0,,,,0,0,0.00,0.00,0.00,,,Matches,2004-2005
291,Stephen Kelly,ie IRL,DF,Tottenham,20,1983,17,13,"1,281",14.2,2,0,2,0,0,1,0,0.14,0.00,0.14,0.14,0.14,Matches,2004-2005
292,Jason Kennedy,eng ENG,MF,Middlesbrough,17,1986,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
293,Darren Kenton,eng ENG,DF,Southampton,25,1978,9,9,792,8.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
294,Tugay Kerimoğlu,tr TUR,MF,Blackburn,33,1970,21,13,"1,264",14.0,0,1,0,0,0,7,1,0.00,0.07,0.07,0.00,0.07,Matches,2004-2005
295,Harry Kewell,au AUS,"FW,MF",Liverpool,25,1978,18,15,"1,399",15.5,1,2,1,0,0,0,0,0.06,0.13,0.19,0.06,0.19,Matches,2004-2005
296,Mateja Kežman,rs SRB,FW,Chelsea,25,1979,25,6,739,8.2,4,0,3,1,1,3,0,0.49,0.00,0.49,0.37,0.37,Matches,2004-2005
297,Dean Kiely,ie IRL,GK,Charlton Ath,33,1970,36,36,"3,240",36.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
298,Kevin Kilbane,ie IRL,"DF,MF",Everton,27,1977,38,37,"3,220",35.8,1,3,1,0,0,3,0,0.03,0.08,0.11,0.03,0.11,Matches,2004-2005
299,Ledley King,eng ENG,"DF,MF",Tottenham,23,1980,38,38,"3,420",38.0,2,0,2,0,0,1,0,0.05,0.00,0.05,0.05,0.05,Matches,2004-2005
300,Gábor Király,hu HUN,GK,Crystal Palace,28,1976,32,32,"2,880",32.0,0,1,0,0,0,3,0,0.00,0.03,0.03,0.00,0.03,Matches,2004-2005
301,Chris Kirkland,eng ENG,GK,Liverpool,23,1981,10,10,900,10.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
302,Radostin Kishishev,bg BUL,"DF,MF",Charlton Ath,30,1974,30,27,"2,190",24.3,0,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,Matches,2004-2005
303,José Kléberson,br BRA,MF,Manchester Utd,25,1979,8,6,416,4.6,0,1,0,0,0,1,0,0.00,0.22,0.22,0.00,0.22,Matches,2004-2005
304,Patrick Kluivert,nl NED,FW,Newcastle Utd,28,1976,25,15,"1,288",14.3,6,1,6,0,0,3,0,0.42,0.07,0.49,0.42,0.49,Matches,2004-2005
305,Zat Knight,eng ENG,DF,Fulham,24,1980,35,35,"3,136",34.8,1,1,1,0,0,4,1,0.03,0.03,0.06,0.03,0.06,Matches,2004-2005
306,Joonas Kolkka,fi FIN,MF,Crystal Palace,29,1974,23,20,"1,706",19.0,3,2,3,0,0,1,0,0.16,0.11,0.26,0.16,0.26,Matches,2004-2005
307,Paul Konchesky,eng ENG,"DF,FW",Charlton Ath,23,1981,28,15,"1,546",17.2,1,2,1,0,0,3,0,0.06,0.12,0.17,0.06,0.17,Matches,2004-2005
308,Jason Koumas,wls WAL,MF,West Brom,24,1979,10,5,527,5.9,0,1,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,Matches,2004-2005
309,Tomasz Kuszczak,pl POL,GK,West Brom,22,1982,3,2,248,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
310,Ulises de la Cruz,ec ECU,DF,Aston Villa,30,1974,33,30,"2,815",31.3,0,5,0,0,0,2,0,0.00,0.16,0.16,0.00,0.16,Matches,2004-2005
312,Vasilis Lakis,gr GRE,"FW,MF",Crystal Palace,27,1976,18,6,676,7.5,0,1,0,0,0,1,1,0.00,0.13,0.13,0.00,0.13,Matches,2004-2005
313,Frank Lampard,eng ENG,MF,Chelsea,26,1978,38,38,"3,413",37.9,13,18,10,3,3,6,0,0.34,0.47,0.82,0.26,0.74,Matches,2004-2005
314,Lauren,cm CMR,DF,Arsenal,27,1977,33,32,"2,939",32.7,1,4,0,1,1,4,0,0.03,0.12,0.15,0.00,0.12,Matches,2004-2005
315,Martin Laursen,dk DEN,DF,Aston Villa,27,1977,12,12,"1,035",11.5,1,0,1,0,0,3,0,0.09,0.00,0.09,0.09,0.09,Matches,2004-2005
316,Stan Lazaridis,au AUS,"DF,MF",Birmingham City,31,1972,20,15,"1,346",15.0,0,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,Matches,2004-2005
317,Graeme Le Saux,eng ENG,DF,Southampton,35,1968,25,24,"1,932",21.5,1,3,1,0,0,2,0,0.05,0.14,0.19,0.05,0.19,Matches,2004-2005
318,Anthony Le Tallec,fr FRA,"FW,MF",Liverpool,19,1984,4,2,218,2.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
319,Sylvain Legwinski,fr FRA,MF,Fulham,30,1973,15,13,"1,131",12.6,1,0,1,0,0,3,0,0.08,0.00,0.08,0.08,0.08,Matches,2004-2005
320,Jens Lehmann,de GER,GK,Arsenal,34,1969,28,28,"2,520",28.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
321,Mikele Leigertwood,ag ATG,"DF,MF",Crystal Palace,21,1982,20,16,"1,564",17.4,1,1,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12,Matches,2004-2005
322,Kevin Lisbie,jm JAM,FW,Charlton Ath,25,1978,17,12,"1,133",12.6,1,0,1,0,0,0,0,0.08,0.00,0.08,0.08,0.08,Matches,2004-2005
323,Freddie Ljungberg,se SWE,"FW,MF",Arsenal,27,1977,26,24,"2,004",22.3,10,8,10,0,0,2,0,0.45,0.36,0.81,0.45,0.81,Matches,2004-2005
324,Lomana LuaLua,cd COD,"FW,MF",Portsmouth,23,1980,25,20,"1,733",19.3,6,3,6,0,0,2,1,0.31,0.16,0.47,0.31,0.47,Matches,2004-2005
325,Claus Lundekvam,no NOR,DF,Southampton,31,1973,34,33,"3,015",33.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
326,Mbulelo Mabizela,za RSA,"DF,MF",Tottenham,23,1980,1,1,66,0.7,0,,0,0,,0,0,0.00,,,0.00,,Matches,2004-2005
327,Jon Macken,ie IRL,FW,Manchester City,26,1977,23,16,"1,395",15.5,1,3,1,0,0,0,0,0.06,0.19,0.26,0.06,0.26,Matches,2004-2005
328,Claude Makélélé,fr FRA,MF,Chelsea,31,1973,36,36,"3,240",36.0,1,2,1,0,1,6,0,0.03,0.06,0.08,0.03,0.08,Matches,2004-2005
