,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
10,Álex Alegría,es ESP,FW,Betis,23,1992,25,15,"1,438",16.0,3,2,3,0,0,2,0,0.19,0.13,0.31,0.19,0.31,Matches,2016-2017
11,Carles Aleñá,es ESP,MF,Barcelona,18,1998,3,0,43,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
12,Alexander,ar ARG,MF,Leganés,27,1988,28,24,"2,031",22.6,8,2,7,1,2,1,0,0.35,0.09,0.44,0.31,0.40,Matches,2016-2017
13,Alexis,es ESP,DF,Alavés,30,1985,24,19,"1,819",20.2,2,1,2,0,0,10,1,0.10,0.05,0.15,0.10,0.15,Matches,2016-2017
14,Sergio Álvarez,es ESP,GK,Celta Vigo,29,1986,26,26,"2,340",26.0,0,1,0,0,0,0,1,0.00,0.04,0.04,0.00,0.04,Matches,2016-2017
15,Sergio Álvarez,es ESP,MF,Sporting Gijón,24,1992,36,34,"3,003",33.4,2,1,2,0,0,9,0,0.06,0.03,0.09,0.06,0.09,Matches,2016-2017
16,Víctor Álvarez,es ESP,DF,Espanyol,23,1993,4,2,204,2.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
17,Yeray Álvarez,es ESP,DF,Athletic Club,21,1995,26,25,"2,271",25.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
18,Diego Alves,br BRA,GK,Valencia,31,1985,33,33,"2,970",33.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
19,Fernando Amorebieta,ve VEN,DF,Sporting Gijón,31,1985,27,26,"2,218",24.6,0,1,0,0,0,17,0,0.00,0.04,0.04,0.00,0.04,Matches,2016-2017
20,Jon Ander Serantes,es ESP,GK,Leganés,26,1989,13,13,"1,109",12.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
21,Florin Andone,ro ROU,FW,La Coruña,23,1993,37,32,"2,893",32.1,12,2,12,0,0,6,0,0.37,0.06,0.44,0.37,0.44,Matches,2016-2017
22,Victorien Angban,ci CIV,MF,Granada,19,1996,10,8,682,7.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
23,Miguel Ángel Guerrero,es ESP,FW,Leganés,26,1990,31,25,"2,139",23.8,5,1,4,1,1,3,0,0.21,0.04,0.25,0.17,0.21,Matches,2016-2017
24,Miguel Ángel Moyá,es ESP,GK,Atlético Madrid,32,1984,9,8,770,8.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
26,José Ángel,es ESP,DF,Villarreal,26,1989,7,7,630,7.0,0,1,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,Matches,2016-2017
27,José Antonio Reyes,es ESP,"MF,FW",Espanyol,32,1983,21,10,869,9.7,3,4,2,1,1,1,0,0.31,0.41,0.72,0.21,0.62,Matches,2016-2017
28,Sergio Araujo,ar ARG,FW,Las Palmas,24,1992,11,5,533,5.9,2,1,2,0,0,2,0,0.34,0.17,0.51,0.34,0.51,Matches,2016-2017
29,Anaitz Arbilla,es ESP,DF,Eibar,29,1987,22,17,"1,574",17.5,0,2,0,0,0,5,0,0.00,0.11,0.11,0.00,0.11,Matches,2016-2017
30,Markel Areitio,es ESP,GK,Eibar,19,1996,1,0,46,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
31,Alejandro Arribas,es ESP,DF,La Coruña,27,1989,23,20,"1,910",21.2,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
32,Kepa Arrizabalaga,es ESP,GK,Athletic Club,21,1994,23,23,"2,015",22.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
33,Aythami Artiles,es ESP,DF,Las Palmas,30,1986,11,8,835,9.3,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
34,Sergio Asenjo,es ESP,GK,Villarreal,27,1989,24,24,"2,104",23.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
35,Marco Asensio,es ESP,"FW,MF",Real Madrid,20,1996,23,11,"1,082",12.0,3,2,3,0,0,0,0,0.25,0.17,0.42,0.25,0.42,Matches,2016-2017
36,Iago Aspas,es ESP,"FW,MF",Celta Vigo,28,1987,32,25,"2,315",25.7,19,3,13,6,6,9,1,0.74,0.12,0.86,0.51,0.62,Matches,2016-2017
37,Omer Atzili,il ISR,MF,Granada,23,1993,9,3,317,3.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
38,Ryan Babel,nl NED,"MF,FW",La Coruña,29,1986,11,5,562,6.2,4,1,4,0,1,3,0,0.64,0.16,0.80,0.64,0.80,Matches,2016-2017
39,Jean-Sylvain Babin,mq MTQ,DF,Sporting Gijón,29,1986,22,20,"1,713",19.0,1,1,1,0,0,2,0,0.05,0.05,0.11,0.05,0.11,Matches,2016-2017
40,Cédric Bakambu,cd COD,FW,Villarreal,25,1991,26,17,"1,567",17.4,11,1,11,0,0,5,0,0.63,0.06,0.69,0.63,0.69,Matches,2016-2017
41,Zakaria Bakkali,be BEL,FW,Valencia,20,1996,18,1,288,3.2,1,0,1,0,0,2,0,0.31,0.00,0.31,0.31,0.31,Matches,2016-2017
42,Gareth Bale,wls WAL,FW,Real Madrid,27,1989,19,17,"1,418",15.8,7,2,7,0,0,3,1,0.44,0.13,0.57,0.44,0.57,Matches,2016-2017
43,Mikel Balenziaga,es ESP,DF,Athletic Club,28,1988,33,33,"2,847",31.6,1,1,1,0,0,3,1,0.03,0.03,0.06,0.03,0.06,Matches,2016-2017
44,Léo Baptistão,br BRA,"FW,MF",Espanyol,23,1992,21,16,"1,424",15.8,6,5,6,0,0,1,0,0.38,0.32,0.70,0.38,0.70,Matches,2016-2017
45,Kike Barja,es ESP,MF,Osasuna,19,1997,1,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
46,David Barral,es ESP,FW,Granada,33,1983,8,2,316,3.5,0,1,0,0,0,1,0,0.00,0.28,0.28,0.00,0.28,Matches,2016-2017
47,Diego Barrios,es ESP,GK,Leganés,22,1994,1,0,62,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
48,Jon Bautista,es ESP,FW,Real Sociedad,21,1995,12,2,312,3.5,3,0,3,0,0,0,0,0.87,0.00,0.87,0.87,0.87,Matches,2016-2017
49,Claudio Beauvue,gp GLP,FW,Celta Vigo,28,1988,13,5,658,7.3,1,2,1,0,0,1,0,0.14,0.27,0.41,0.14,0.41,Matches,2016-2017
50,Bebé,cv CPV,"MF,FW",Eibar,26,1990,20,8,687,7.6,3,2,3,0,0,2,0,0.39,0.26,0.66,0.39,0.66,Matches,2016-2017
52,Wissam Ben Yedder,fr FRA,FW,Sevilla,25,1990,31,20,"1,661",18.5,11,5,10,1,1,0,0,0.60,0.27,0.87,0.54,0.81,Matches,2016-2017
53,Karim Benzema,fr FRA,FW,Real Madrid,28,1987,29,23,"1,903",21.1,11,5,11,0,0,0,0,0.52,0.24,0.76,0.52,0.76,Matches,2016-2017
54,Yuri Berchiche,es ESP,DF,Real Sociedad,26,1990,35,35,"3,088",34.3,3,2,3,0,0,9,0,0.09,0.06,0.15,0.09,0.15,Matches,2016-2017
55,Álex Berenguer,es ESP,"DF,MF",Osasuna,21,1995,29,22,"2,120",23.6,1,6,1,0,0,3,0,0.04,0.25,0.30,0.04,0.30,Matches,2016-2017
56,Álex Bergantiños,es ESP,"MF,DF",La Coruña,31,1985,8,6,553,6.1,1,0,1,0,0,2,0,0.16,0.00,0.16,0.16,0.16,Matches,2016-2017
57,Markel Bergara,es ESP,MF,Real Sociedad,30,1986,6,3,288,3.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
58,Pedro Bigas,es ESP,DF,Las Palmas,25,1990,32,31,"2,647",29.4,4,1,4,0,0,5,1,0.14,0.03,0.17,0.14,0.17,Matches,2016-2017
59,Rubén Blanco,es ESP,GK,Celta Vigo,21,1995,11,11,990,11.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
60,Kevin-Prince Boateng,gh GHA,"FW,MF",Las Palmas,29,1987,28,25,"1,979",22.0,10,4,10,0,0,11,2,0.45,0.18,0.64,0.45,0.64,Matches,2016-2017
61,Jeremie Boga,ci CIV,"MF,FW",Granada,19,1997,26,14,"1,458",16.2,2,1,2,0,0,0,0,0.12,0.06,0.19,0.12,0.19,Matches,2016-2017
62,Daniele Bonera,it ITA,DF,Villarreal,35,1981,6,6,540,6.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
63,Theo Bongonda,cd COD,"MF,FW",Celta Vigo,20,1995,30,26,"2,160",24.0,1,3,1,0,0,3,0,0.04,0.12,0.17,0.04,0.17,Matches,2016-2017
64,Tano Bonnín,do DOM,DF,Osasuna,26,1990,11,9,734,8.2,0,1,0,0,0,2,1,0.00,0.12,0.12,0.00,0.12,Matches,2016-2017
65,Celso Borges,cr CRC,MF,La Coruña,28,1988,34,30,"2,722",30.2,6,0,4,2,3,5,0,0.20,0.00,0.20,0.13,0.13,Matches,2016-2017
66,Rafael Borré,co COL,FW,Villarreal,20,1995,17,2,357,4.0,2,1,2,0,0,0,0,0.50,0.25,0.76,0.50,0.76,Matches,2016-2017
67,Eneko Bóveda,es ESP,DF,Athletic Club,27,1988,19,18,"1,556",17.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
68,Denys Boyko,ua UKR,GK,Málaga,28,1988,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
69,Darko Brašanac,rs SRB,MF,Betis,24,1992,25,19,"1,621",18.0,1,1,1,0,0,7,0,0.06,0.06,0.11,0.06,0.11,Matches,2016-2017
70,Claudio Bravo,cl CHI,GK,Barcelona,33,1983,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
71,Alberto Brignoli,it ITA,GK,Leganés,24,1991,1,0,61,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
72,Alberto Bueno,es ESP,"FW,MF",Leganés,28,1988,11,3,381,4.2,1,1,1,0,0,1,0,0.24,0.24,0.47,0.24,0.47,Matches,2016-2017
73,Alberto Bueno,es ESP,MF,Granada,28,1988,13,5,562,6.2,1,2,1,0,0,0,0,0.16,0.32,0.48,0.16,0.48,Matches,2016-2017
74,Aitor Buñuel,es ESP,"DF,MF",Osasuna,18,1998,15,10,"1,030",11.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
75,Burgui,es ESP,"MF,FW",Sporting Gijón,22,1993,32,21,"1,992",22.1,2,4,2,0,0,6,0,0.09,0.18,0.27,0.09,0.27,Matches,2016-2017
76,Sergio Busquets,es ESP,MF,Barcelona,28,1988,33,33,"2,687",29.9,0,3,0,0,0,9,0,0.00,0.10,0.10,0.00,0.10,Matches,2016-2017
78,Unai Bustinza,es ESP,DF,Leganés,24,1992,22,21,"1,790",19.9,0,1,0,0,0,10,0,0.00,0.05,0.05,0.00,0.05,Matches,2016-2017
79,Gustavo Cabral,ar ARG,DF,Celta Vigo,30,1985,25,25,"2,177",24.2,2,1,2,0,0,6,0,0.08,0.04,0.12,0.08,0.12,Matches,2016-2017
80,Felipe Caicedo,ec ECU,FW,Espanyol,27,1988,27,14,"1,288",14.3,2,1,2,0,1,4,1,0.14,0.07,0.21,0.14,0.21,Matches,2016-2017
81,Ignacio Camacho,es ESP,MF,Málaga,26,1990,35,35,"3,145",34.9,4,2,4,0,0,14,0,0.11,0.06,0.17,0.11,0.17,Matches,2016-2017
82,Víctor Camarasa,es ESP,MF,Alavés,22,1994,31,28,"2,495",27.7,3,1,3,0,0,4,0,0.11,0.04,0.14,0.11,0.14,Matches,2016-2017
83,Sergio Canales,es ESP,"MF,FW",Real Sociedad,25,1991,31,7,"1,011",11.2,0,4,0,0,0,2,0,0.00,0.36,0.36,0.00,0.36,Matches,2016-2017
84,João Cancelo,pt POR,"DF,MF",Valencia,22,1994,35,27,"2,428",27.0,1,4,1,0,0,6,1,0.04,0.15,0.19,0.04,0.19,Matches,2016-2017
85,Roberto Canella,es ESP,DF,Sporting Gijón,28,1988,20,20,"1,753",19.5,2,1,2,0,0,3,0,0.10,0.05,0.15,0.10,0.15,Matches,2016-2017
86,Aitor Cantalapiedra,es ESP,"FW,MF",Villarreal,20,1996,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
87,Ander Capa,es ESP,DF,Eibar,24,1992,31,29,"2,551",28.3,0,3,0,0,0,9,1,0.00,0.11,0.11,0.00,0.11,Matches,2016-2017
88,Mehdi Carcela,ma MAR,"MF,FW",Granada,27,1989,22,20,"1,747",19.4,5,1,5,0,0,6,0,0.26,0.05,0.31,0.26,0.31,Matches,2016-2017
89,José Carlos,es ESP,DF,Betis,20,1996,6,6,496,5.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
90,Carlos Carmona,es ESP,"MF,FW",Sporting Gijón,29,1987,25,21,"1,861",20.7,8,2,8,0,0,5,0,0.39,0.10,0.48,0.39,0.48,Matches,2016-2017
91,Yannick Carrasco,be BEL,"MF,FW",Atlético Madrid,22,1993,35,27,"2,257",25.1,10,4,10,0,1,5,0,0.40,0.16,0.56,0.40,0.56,Matches,2016-2017
92,Daniel Carriço,pt POR,DF,Sevilla,27,1988,6,6,452,5.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
93,Federico Cartabia,ar ARG,"MF,FW",Valencia,23,1993,4,2,152,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
94,Dani Carvajal,es ESP,DF,Real Madrid,24,1992,23,21,"2,016",22.4,0,4,0,0,0,11,0,0.00,0.18,0.18,0.00,0.18,Matches,2016-2017
95,Casemiro,br BRA,MF,Real Madrid,24,1992,25,20,"1,706",19.0,4,0,4,0,0,10,0,0.21,0.00,0.21,0.21,0.21,Matches,2016-2017
96,Nacho Cases,es ESP,MF,Sporting Gijón,28,1987,21,16,"1,471",16.3,2,1,2,0,0,6,0,0.12,0.06,0.18,0.12,0.18,Matches,2016-2017
97,Kiko Casilla,es ESP,GK,Real Madrid,29,1986,11,11,990,11.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
98,Dani Castellano,es ESP,DF,Las Palmas,28,1987,27,25,"2,107",23.4,0,1,0,0,0,2,0,0.00,0.04,0.04,0.00,0.04,Matches,2016-2017
99,Javi Castellano,es ESP,"DF,MF",Las Palmas,28,1987,5,0,99,1.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
100,Samu Castillejo,es ESP,MF,Villarreal,21,1995,33,24,"2,050",22.8,2,2,2,0,0,2,0,0.09,0.09,0.18,0.09,0.18,Matches,2016-2017
101,Carlos Castro,es ESP,FW,Sporting Gijón,21,1995,25,10,"1,024",11.4,4,1,4,0,0,1,0,0.35,0.09,0.44,0.35,0.44,Matches,2016-2017
102,Chory Castro,uy URU,"MF,FW",Málaga,31,1984,29,21,"1,790",19.9,1,3,1,0,0,5,1,0.05,0.15,0.20,0.05,0.20,Matches,2016-2017
104,Jonny Castro,es ESP,DF,Celta Vigo,22,1994,30,23,"2,213",24.6,0,3,0,0,0,8,0,0.00,0.12,0.12,0.00,0.12,Matches,2016-2017
105,Rubén Castro,es ESP,FW,Betis,35,1981,35,32,"2,777",30.9,13,3,11,2,2,3,0,0.42,0.10,0.52,0.36,0.45,Matches,2016-2017
106,Goran Čaušić,rs SRB,MF,Osasuna,24,1992,26,22,"2,008",22.3,1,2,1,0,0,4,0,0.04,0.09,0.13,0.04,0.13,Matches,2016-2017
107,Dani Ceballos,es ESP,MF,Betis,19,1996,30,24,"2,339",26.0,2,2,2,0,0,8,0,0.08,0.08,0.15,0.08,0.15,Matches,2016-2017
108,Álvaro Cejudo,es ESP,"MF,FW",Betis,32,1984,17,6,815,9.1,1,1,1,0,0,8,0,0.11,0.11,0.22,0.11,0.22,Matches,2016-2017
109,Alessio Cerci,it ITA,"FW,MF",Atlético Madrid,29,1987,1,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
110,Nereo Champagne,ar ARG,GK,Leganés,31,1985,4,4,360,4.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
111,Charles,br BRA,FW,Málaga,32,1984,21,11,"1,141",12.7,3,1,3,0,0,5,0,0.24,0.08,0.32,0.24,0.32,Matches,2016-2017
112,Pape Cheikh Diop,sn SEN,"MF,FW",Celta Vigo,18,1997,16,5,571,6.3,1,0,1,0,0,3,0,0.16,0.00,0.16,0.16,0.16,Matches,2016-2017
113,Denis Cheryshev,ru RUS,MF,Villarreal,25,1990,11,2,340,3.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
114,Michaël Ciani,fr FRA,DF,Espanyol,32,1984,1,0,54,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
115,Jasper Cillessen,nl NED,GK,Barcelona,27,1989,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
116,Carlos Clerc,es ESP,"DF,MF",Osasuna,24,1992,25,22,"1,947",21.6,1,0,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,Matches,2016-2017
117,Fábio Coentrão,pt POR,DF,Real Madrid,28,1988,3,2,169,1.9,0,1,0,0,0,0,0,0.00,0.53,0.53,0.00,0.53,Matches,2016-2017
118,Emre Çolak,tr TUR,MF,La Coruña,25,1991,33,29,"2,466",27.4,3,6,3,0,1,5,0,0.11,0.22,0.33,0.11,0.33,Matches,2016-2017
119,David Concha,es ESP,MF,Real Sociedad,19,1996,8,1,116,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
120,Duje Čop,hr CRO,FW,Sporting Gijón,26,1990,31,27,"2,273",25.3,9,3,6,3,4,7,0,0.36,0.12,0.48,0.24,0.36,Matches,2016-2017
121,Ángel Correa,ar ARG,"MF,FW",Atlético Madrid,21,1995,31,10,"1,229",13.7,4,8,4,0,0,6,0,0.29,0.59,0.88,0.29,0.88,Matches,2016-2017
122,Joaquín Correa,ar ARG,"MF,FW",Sevilla,21,1994,26,15,"1,313",14.6,4,0,4,0,0,6,0,0.27,0.00,0.27,0.27,0.27,Matches,2016-2017
123,Jaume Costa,es ESP,DF,Villarreal,28,1988,31,30,"2,680",29.8,1,3,1,0,0,13,1,0.03,0.10,0.13,0.03,0.13,Matches,2016-2017
124,David Costas,es ESP,DF,Celta Vigo,21,1995,1,1,90,1.0,0,1,0,0,0,1,0,0.00,1.00,1.00,0.00,1.00,Matches,2016-2017
125,Iván Cuéllar,es ESP,GK,Sporting Gijón,32,1984,36,36,"3,240",36.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
126,Isaac Cuenca,es ESP,"MF,DF",Granada,25,1991,25,18,"1,746",19.4,2,0,2,0,0,4,0,0.10,0.00,0.10,0.10,0.10,Matches,2016-2017
127,Danilo,br BRA,DF,Real Madrid,25,1991,17,17,"1,485",16.5,1,2,1,0,0,2,0,0.06,0.12,0.18,0.06,0.18,Matches,2016-2017
128,Martín Demichelis,ar ARG,DF,Málaga,35,1980,10,7,678,7.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
130,Martín Demichelis,ar ARG,DF,Espanyol,35,1980,2,1,99,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
131,Deyverson,br BRA,FW,Alavés,25,1991,32,29,"2,580",28.7,7,1,7,0,0,14,0,0.24,0.03,0.28,0.24,0.28,Matches,2016-2017
132,Marcelo Díaz,cl CHI,MF,Celta Vigo,29,1986,26,17,"1,648",18.3,1,2,1,0,0,5,0,0.05,0.11,0.16,0.05,0.16,Matches,2016-2017
133,Víctor Díaz,es ESP,DF,Leganés,28,1988,23,20,"1,810",20.1,1,1,1,0,0,6,0,0.05,0.05,0.10,0.05,0.10,Matches,2016-2017
134,Didier Digard,fr FRA,MF,Osasuna,30,1986,3,3,192,2.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
135,Lucas Digne,fr FRA,DF,Barcelona,23,1993,17,14,"1,171",13.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
136,Papakouli Diop,sn SEN,MF,Espanyol,30,1986,18,9,906,10.1,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
137,Jaume Doménech,es ESP,GK,Valencia,25,1990,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
138,Ryan Donk,sr SUR,"MF,DF",Betis,30,1986,16,9,859,9.5,0,1,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,Matches,2016-2017
139,Jonathan dos Santos,mx MEX,MF,Villarreal,26,1990,34,22,"2,214",24.6,2,3,2,0,0,4,0,0.08,0.12,0.20,0.08,0.20,Matches,2016-2017
140,Mauro dos Santos,ar ARG,DF,Eibar,27,1989,11,8,763,8.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
141,Douglas,br BRA,"DF,MF",Sporting Gijón,25,1990,21,20,"1,717",19.1,3,0,3,0,0,6,0,0.16,0.00,0.16,0.16,0.16,Matches,2016-2017
142,Óscar Duarte,cr CRC,DF,Espanyol,27,1989,15,13,"1,124",12.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
143,Rubén Duarte,es ESP,DF,Espanyol,20,1995,3,1,102,1.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
144,Duda,pt POR,MF,Málaga,36,1980,16,2,389,4.3,1,2,1,0,0,3,0,0.23,0.46,0.69,0.23,0.69,Matches,2016-2017
145,Riza Durmisi,dk DEN,DF,Betis,22,1994,27,27,"2,385",26.5,1,4,1,0,0,4,0,0.04,0.15,0.19,0.04,0.19,Matches,2016-2017
146,Elderson Echiéjilé,ng NGA,DF,Sporting Gijón,28,1988,3,2,198,2.2,1,0,1,0,0,0,0,0.45,0.00,0.45,0.45,0.45,Matches,2016-2017
147,Aritz Elustondo,es ESP,DF,Real Sociedad,22,1994,9,4,462,5.1,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
148,Gorka Elustondo,es ESP,DF,Athletic Club,29,1987,2,1,106,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
149,Rodrigo Ely,br BRA,DF,Alavés,22,1993,10,8,789,8.8,1,0,1,0,0,4,0,0.11,0.00,0.11,0.11,0.11,Matches,2016-2017
150,Youssef En-Nesyri,ma MAR,FW,Málaga,19,1997,13,0,336,3.7,1,1,1,0,0,2,0,0.27,0.27,0.54,0.27,0.54,Matches,2016-2017
151,Sergi Enrich,es ESP,FW,Eibar,26,1990,38,31,"2,827",31.4,11,7,11,0,0,4,0,0.35,0.22,0.57,0.35,0.57,Matches,2016-2017
152,Juanan Entrena,es ESP,MF,Granada,20,1996,3,1,103,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
153,Javier Eraso,es ESP,MF,Athletic Club,26,1990,7,4,379,4.2,0,1,0,0,0,2,0,0.00,0.24,0.24,0.00,0.24,Matches,2016-2017
154,Gonzalo Escalante,ar ARG,MF,Eibar,23,1993,30,24,"2,016",22.4,2,1,2,0,0,9,1,0.09,0.04,0.13,0.09,0.13,Matches,2016-2017
156,Sergio Escudero,es ESP,"DF,MF",Sevilla,26,1989,26,25,"2,282",25.4,0,3,0,0,0,7,0,0.00,0.12,0.12,0.00,0.12,Matches,2016-2017
157,Cristian Espinoza,ar ARG,MF,Alavés,21,1995,6,1,163,1.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
158,Pervis Estupiñán,ec ECU,DF,Granada,18,1998,2,2,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
159,Beñat Etxebarria,es ESP,MF,Athletic Club,29,1987,32,28,"2,399",26.7,1,5,1,0,0,9,0,0.04,0.19,0.23,0.04,0.23,Matches,2016-2017
160,Xabier Etxeita,es ESP,DF,Athletic Club,28,1987,10,7,713,7.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
161,Edu Expósito,es ESP,MF,La Coruña,19,1996,1,1,44,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
162,Erik Expósito,es ESP,FW,Las Palmas,20,1996,2,2,166,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
163,Fayçal Fajr,ma MAR,MF,La Coruña,27,1988,24,14,"1,207",13.4,0,2,0,0,1,3,1,0.00,0.15,0.15,0.00,0.15,Matches,2016-2017
